Material ID,Material Name,Category,Durability Rating,Cost per Unit ($),Environmental Suitability,Supplier Availability,Lead Time (days),Sustainability Score,Thermal Conductivity (W/m·K),Compressive Strength (MPa),Fire Resistance Rating
1183,Brick,Insulation,7,659,Humid,Low,23,1,1.66,56,D
1184,Plastic,Electrical,7,246,Dry,Medium,24,4,0.71,341,B
1185,Aluminum,Electrical,10,891,All,Low,19,2,2.3,33,B
1186,Glass,Electrical,6,233,Coastal,High,13,9,0.95,361,B
1187,Concrete,Structural,6,208,Humid,High,18,10,1.37,26,C
1188,Wood,Insulation,9,685,Coastal,Low,11,5,0.98,74,C
1189,Concrete,Plumbing,8,964,Humid,Medium,16,3,1.53,50,B
1190,Glass,Plumbing,9,753,Dry,Medium,5,6,0.4,385,C
1191,Concrete,Plumbing,10,980,Dry,Low,30,7,2.34,365,D
1192,Stone,Finishing,9,56,Humid,High,30,6,0.25,88,C
1193,Stone,Structural,7,487,Coastal,Medium,28,5,0.6,44,D
1194,Concrete,Finishing,7,773,Dry,Medium,17,2,0.67,100,C
1195,Insulation,Electrical,7,874,Coastal,High,18,4,1.67,68,D
1196,Steel,Plumbing,8,622,All,High,14,3,0.87,155,A
1197,Wood,Finishing,8,430,All,High,18,8,0.29,16,C
1198,Aluminum,Finishing,6,669,Humid,Low,9,3,1.51,156,A
1199,Aluminum,Electrical,6,833,All,High,11,10,1.33,367,C
1200,Plastic,Structural,10,828,All,Low,29,5,1.33,207,A
1201,Wood,Finishing,10,79,Coastal,Low,15,7,1.52,64,C
1202,Glass,Electrical,7,543,All,Low,25,2,0.17,123,A
1203,Brick,Electrical,8,715,Coastal,High,20,1,1.32,10,C
1204,Plastic,Finishing,7,336,Dry,High,25,1,1.14,96,C
1205,Brick,Plumbing,10,761,Coastal,Medium,21,8,0.58,240,B
1206,Aluminum,Structural,10,516,Coastal,Low,28,6,0.66,75,D
1207,Plastic,Structural,6,510,All,High,13,1,1.8,228,D
1208,Stone,Finishing,8,450,Coastal,Medium,20,10,2.17,154,C
1209,Brick,Plumbing,8,997,Humid,Medium,12,6,0.68,43,D
1210,Wood,Structural,6,681,Dry,High,17,3,0.43,215,B
1211,Insulation,Insulation,10,140,Coastal,Low,23,4,1.18,133,D
1212,Steel,Finishing,9,506,Dry,Low,8,10,2.13,97,D
1213,Stone,Electrical,9,777,Humid,Low,22,4,0.48,391,C
1214,Concrete,Electrical,7,743,Humid,Medium,9,5,2.07,256,B
1215,Plastic,Structural,6,784,Coastal,Medium,24,7,0.68,400,B
1216,Aluminum,Finishing,8,363,Coastal,High,23,3,1.92,179,C
1217,Concrete,Electrical,6,190,Humid,Medium,24,1,2.28,17,D
1218,Insulation,Finishing,9,409,Coastal,Low,14,7,1.12,317,A
1219,Insulation,Electrical,6,325,Humid,Low,25,1,0.19,93,D
1220,Stone,Plumbing,8,824,Coastal,Medium,24,4,0.42,381,C
1221,Brick,Insulation,9,211,Coastal,High,9,5,1.76,11,B
1222,Stone,Insulation,10,920,Dry,High,6,2,1.31,271,C
1223,Steel,Insulation,7,672,Coastal,High,18,10,0.3,34,C
1224,Glass,Finishing,8,362,Dry,High,9,1,0.53,14,A
1225,Glass,Finishing,9,403,Coastal,High,22,1,1.76,352,A
1226,Wood,Finishing,6,235,All,Medium,12,9,1.77,281,B
1227,Aluminum,Finishing,9,640,Coastal,Low,5,8,0.66,221,D
1228,Plastic,Plumbing,8,552,Dry,Low,13,2,0.95,135,A
1229,Steel,Finishing,9,338,Humid,Low,5,4,1.32,226,B
1230,Concrete,Plumbing,9,540,Dry,Medium,24,5,2.13,107,B
1231,Brick,Structural,9,549,Dry,Medium,19,3,0.61,309,C
1232,Plastic,Plumbing,10,342,Humid,Medium,29,6,2.49,258,C
1233,Steel,Insulation,8,198,All,Low,19,9,1.61,136,D
1234,Aluminum,Electrical,8,491,Dry,High,24,6,1.56,39,A
1235,Brick,Insulation,7,433,Humid,High,11,1,1.87,251,A
1236,Brick,Electrical,9,900,Coastal,High,14,10,0.54,38,B
1237,Wood,Plumbing,9,564,Coastal,Low,28,4,1.81,154,A
1238,Glass,Finishing,8,647,Humid,Low,20,4,2.41,253,C
1239,Glass,Structural,6,740,Dry,High,27,1,1.47,324,A
1240,Brick,Plumbing,9,233,All,High,26,9,2.27,17,D
1241,Aluminum,Finishing,7,523,Dry,Medium,20,7,2.32,253,A
1242,Insulation,Insulation,8,447,Coastal,Low,19,2,0.7,255,C
1243,Aluminum,Finishing,9,102,All,Low,22,7,0.71,297,B
1244,Insulation,Finishing,8,391,Dry,Low,13,7,1.71,202,D
1245,Insulation,Structural,10,225,Dry,High,29,9,0.26,57,C
1246,Wood,Plumbing,9,682,Coastal,High,28,10,1.63,311,C
1247,Glass,Insulation,9,130,Coastal,Low,15,1,0.58,366,B
1248,Insulation,Finishing,8,820,Coastal,High,6,7,1.15,322,C
1249,Steel,Electrical,10,553,Humid,Low,18,4,0.36,13,B
1250,Brick,Structural,7,472,All,High,20,2,0.32,250,A
1251,Plastic,Electrical,10,440,Coastal,Low,23,1,1.54,183,B
1252,Stone,Structural,7,926,Humid,High,25,6,0.22,186,B
1253,Insulation,Plumbing,6,359,All,Medium,17,1,1.46,389,D
1254,Stone,Plumbing,8,747,Dry,Low,5,3,1.66,159,A
1255,Steel,Structural,7,427,Coastal,Medium,9,5,0.22,151,D
1256,Steel,Finishing,7,844,Coastal,Medium,28,2,0.51,92,B
1257,Insulation,Insulation,7,84,Humid,Medium,23,1,0.22,15,C
1258,Steel,Electrical,7,458,Humid,Low,21,1,0.95,175,D
1259,Steel,Insulation,8,985,Coastal,High,22,8,2.29,129,D
1260,Aluminum,Electrical,7,321,All,Medium,19,10,0.89,99,C
1261,Glass,Structural,8,610,Coastal,Low,8,8,1.68,250,A
1262,Insulation,Electrical,9,87,Coastal,Medium,10,10,1.61,384,D
1263,Insulation,Structural,9,445,Humid,High,9,4,0.58,33,A
1264,Glass,Electrical,6,423,All,Low,28,6,2.48,290,D
1265,Brick,Structural,8,189,All,Low,27,1,1.78,400,B
1266,Steel,Finishing,6,514,Coastal,High,27,6,1.52,251,D
1267,Wood,Insulation,6,681,Dry,Medium,8,1,2.17,142,B
1268,Concrete,Finishing,7,765,Dry,Medium,25,1,0.92,70,B
1269,Stone,Electrical,8,367,Dry,High,20,2,0.34,278,B
1270,Steel,Insulation,9,122,Dry,Low,30,1,0.87,308,D
1271,Wood,Electrical,9,462,Dry,Medium,25,8,2.25,289,B
1272,Glass,Finishing,9,294,Coastal,High,28,4,1.65,98,A
1273,Insulation,Structural,9,261,Coastal,High,10,9,1.68,190,A
1274,Insulation,Insulation,10,574,Humid,High,12,8,0.84,134,D
1275,Concrete,Plumbing,9,751,All,Medium,9,8,0.64,136,B
1276,Wood,Insulation,6,504,Dry,High,19,9,0.93,166,A
1277,Steel,Electrical,7,564,Coastal,Medium,24,1,0.35,136,B
1278,Stone,Electrical,9,581,Dry,Low,6,5,1.59,149,C
1279,Stone,Finishing,8,403,Coastal,Low,18,1,1.68,281,B
1280,Aluminum,Electrical,9,234,Dry,Low,26,4,1.14,378,B
1281,Concrete,Structural,7,273,Dry,High,27,7,0.76,81,B
1282,Insulation,Insulation,10,606,Dry,High,20,2,0.76,171,D
1283,Glass,Insulation,6,66,Coastal,Low,11,9,2.48,399,B
1284,Steel,Plumbing,7,789,Coastal,Low,21,4,0.71,52,C
1285,Brick,Plumbing,7,600,Dry,Low,28,10,2.26,271,D
1286,Glass,Electrical,6,654,All,High,8,2,2.49,14,C
1287,Wood,Finishing,6,395,Dry,High,18,3,1.37,120,B
1288,Wood,Structural,8,495,Humid,Low,5,8,0.54,239,C
1289,Brick,Structural,9,961,Dry,High,5,5,1.05,260,B
1290,Steel,Finishing,10,495,Coastal,Medium,21,4,1.36,105,D
1291,Plastic,Insulation,8,659,Coastal,Low,23,10,2.15,107,B
1292,Aluminum,Electrical,10,556,Dry,High,12,1,2.36,195,A
1293,Aluminum,Electrical,10,55,Humid,Medium,12,4,2.27,76,A
1294,Wood,Plumbing,6,570,All,Medium,21,3,2.32,190,D
1295,Insulation,Insulation,6,502,Dry,Low,7,2,1.61,26,D
1296,Plastic,Insulation,6,212,Coastal,Medium,13,6,1.1,222,A
1297,Insulation,Finishing,7,170,All,High,16,6,1.79,160,D
1298,Glass,Finishing,6,81,All,Medium,18,9,1.85,385,B
1299,Concrete,Structural,10,420,All,Medium,22,1,0.21,387,D
1300,Insulation,Structural,8,841,Humid,Low,27,2,0.95,337,A
1301,Wood,Electrical,6,355,Dry,Low,10,9,2.13,117,A
1302,Steel,Structural,10,401,Dry,High,21,4,2.18,279,D
1303,Aluminum,Electrical,8,181,All,Medium,21,7,1.72,147,A
1304,Plastic,Plumbing,6,349,Coastal,Low,19,5,2.22,362,D
1305,Aluminum,Plumbing,10,230,Humid,Low,17,6,1.33,279,D
1306,Brick,Electrical,9,504,All,High,16,3,1.68,334,C
1307,Steel,Plumbing,7,408,Dry,High,9,9,0.97,149,D
1308,Concrete,Insulation,6,595,Coastal,High,20,6,0.77,326,A
1309,Insulation,Structural,9,530,Coastal,Low,30,5,0.15,109,C
1310,Brick,Finishing,10,479,Humid,High,16,7,0.87,368,B
1311,Insulation,Plumbing,6,662,All,High,28,6,0.16,172,A
1312,Concrete,Insulation,10,781,Coastal,Low,30,9,2.4,176,B
1313,Insulation,Insulation,7,86,Dry,High,24,8,1.51,369,D
1314,Insulation,Structural,9,989,Humid,Low,13,6,0.44,142,B
1315,Steel,Plumbing,6,200,Dry,Low,25,7,0.93,243,A
1316,Brick,Plumbing,9,221,Coastal,High,14,8,0.32,36,A
1317,Wood,Plumbing,6,733,All,High,15,6,1.99,340,C
1318,Stone,Structural,7,797,Coastal,Low,30,8,1.62,73,C
1319,Plastic,Structural,7,401,Humid,High,22,8,0.86,70,C
1320,Wood,Electrical,6,136,All,Low,21,10,0.91,323,B
1321,Aluminum,Finishing,10,671,Dry,High,14,4,1.16,216,A
1322,Glass,Electrical,8,339,All,Low,14,3,0.4,12,C
1323,Insulation,Finishing,6,899,Dry,Medium,14,5,0.87,324,C
1324,Concrete,Insulation,10,567,All,Low,6,7,0.36,50,A
1325,Plastic,Structural,7,487,Humid,Low,9,2,0.56,207,B
1326,Stone,Insulation,6,525,Humid,High,27,10,2.03,96,C
1327,Steel,Insulation,6,976,Humid,Low,11,2,0.99,34,D
1328,Wood,Insulation,8,908,Dry,Low,27,4,0.94,393,B
1329,Brick,Electrical,10,995,Dry,High,6,2,0.72,307,C
1330,Stone,Structural,8,909,Humid,Low,7,4,2.39,305,D
1331,Wood,Electrical,10,800,Dry,Low,17,3,1.64,122,D
1332,Plastic,Insulation,10,199,Dry,Medium,6,3,2.02,261,C
1333,Brick,Structural,8,505,Dry,High,26,8,2.23,117,A
1334,Brick,Plumbing,9,746,All,High,24,3,1.98,323,D
1335,Insulation,Insulation,6,305,Humid,Low,22,7,1.5,313,C
1336,Plastic,Finishing,8,812,Humid,Low,30,4,0.75,352,B
1337,Glass,Insulation,10,792,Humid,Medium,30,3,1.63,250,D
1338,Glass,Insulation,10,740,Dry,Low,5,4,0.74,25,B
1339,Glass,Plumbing,8,83,All,Medium,26,5,1.63,209,D
1340,Glass,Plumbing,6,515,Dry,High,29,1,0.45,334,B
1341,Steel,Structural,7,136,All,Low,6,4,0.97,65,B
1342,Plastic,Plumbing,8,880,Coastal,High,6,10,0.5,204,C
1343,Steel,Insulation,7,78,Dry,Low,15,4,1.94,212,B
1344,Aluminum,Finishing,6,680,Humid,Medium,24,1,0.73,373,B
1345,Brick,Electrical,8,206,Humid,Low,5,3,2.0,74,B
1346,Concrete,Plumbing,7,415,Coastal,Medium,25,10,2.13,165,A
1347,Steel,Insulation,9,209,Humid,Low,13,3,1.97,66,C
1348,Plastic,Plumbing,7,318,All,High,30,5,0.97,48,B
1349,Glass,Electrical,7,845,Dry,Low,9,5,0.7,39,B
1350,Wood,Electrical,7,478,Coastal,High,28,4,0.99,69,B
1351,Plastic,Insulation,8,858,All,High,16,5,2.29,385,B
1352,Concrete,Plumbing,7,867,All,Low,5,4,1.24,160,D
1353,Brick,Electrical,7,220,All,Medium,12,8,1.79,319,D
1354,Concrete,Structural,7,703,Coastal,Low,25,7,0.93,230,C
1355,Brick,Structural,10,698,Coastal,Low,24,7,2.24,225,B
1356,Stone,Plumbing,10,187,Coastal,Low,13,4,0.24,164,D
1357,Stone,Plumbing,8,107,All,Low,12,9,1.34,67,A
1358,Insulation,Structural,10,116,Humid,High,28,3,2.08,31,C
1359,Aluminum,Finishing,8,416,Coastal,Low,15,9,1.3,288,B
1360,Brick,Structural,7,280,Humid,High,25,2,0.96,393,A
1361,Insulation,Structural,6,152,Dry,Medium,13,5,1.29,374,B
1362,Stone,Finishing,6,861,All,High,10,4,0.83,17,D
1363,Wood,Electrical,10,799,All,Medium,14,4,2.42,397,C
1364,Glass,Insulation,6,619,Humid,Medium,15,4,0.41,327,B
1365,Steel,Electrical,9,572,Coastal,High,13,1,2.5,192,D
1366,Glass,Insulation,10,145,Coastal,Medium,24,10,1.3,230,B
1367,Aluminum,Finishing,8,901,Dry,Low,15,1,0.81,49,A
1368,Insulation,Insulation,6,159,Coastal,Medium,22,2,2.08,246,A
1369,Plastic,Structural,8,737,Humid,Low,26,5,1.01,144,A
1370,Stone,Electrical,7,64,Humid,High,23,10,0.35,67,D
1371,Wood,Structural,7,856,Coastal,High,19,3,0.72,77,C
1372,Insulation,Plumbing,7,861,Humid,Medium,9,8,1.21,258,A
1373,Stone,Finishing,9,992,Humid,Low,15,8,1.85,143,D
1374,Insulation,Finishing,6,819,Humid,Low,11,9,0.37,303,D
1375,Plastic,Electrical,6,604,Coastal,High,29,3,1.63,134,C
1376,Brick,Plumbing,10,442,All,Medium,6,6,0.14,184,B
1377,Glass,Insulation,6,525,All,Low,25,2,1.58,41,A
1378,Glass,Finishing,7,951,Coastal,Low,8,4,0.8,279,A
1379,Stone,Insulation,6,535,Coastal,Low,12,2,1.09,70,C
1380,Stone,Plumbing,6,678,All,Medium,6,10,1.17,319,B
1381,Plastic,Electrical,8,744,Coastal,Medium,5,4,1.69,292,B
1382,Wood,Structural,9,222,Dry,Low,11,3,1.07,353,C
1383,Wood,Plumbing,10,236,Humid,Low,8,7,1.99,182,B
1384,Aluminum,Insulation,9,187,Dry,High,28,6,1.83,23,A
1385,Stone,Electrical,10,452,Coastal,Low,6,6,1.05,61,D
1386,Glass,Plumbing,8,155,Humid,High,6,8,0.99,75,C
1387,Brick,Plumbing,7,762,Humid,Low,10,2,2.07,399,A
1388,Glass,Structural,7,695,Dry,High,7,4,1.42,177,B
1389,Aluminum,Structural,10,882,All,High,23,8,0.7,18,A
1390,Stone,Electrical,7,553,Humid,Medium,13,2,1.19,313,A
1391,Plastic,Electrical,6,838,Coastal,High,30,2,2.27,69,C
1392,Stone,Structural,8,212,Humid,Low,5,5,2.0,247,A
1393,Concrete,Insulation,6,527,Dry,Medium,21,6,0.44,279,C
1394,Stone,Plumbing,7,660,Humid,Medium,21,8,0.44,77,A
1395,Plastic,Finishing,10,488,All,High,24,3,1.2,139,A
1396,Steel,Electrical,7,368,Dry,High,30,7,1.52,328,D
1397,Plastic,Insulation,7,722,Coastal,Medium,27,5,0.31,331,A
1398,Insulation,Finishing,8,840,All,Low,5,3,0.96,391,A
1399,Insulation,Finishing,8,291,Dry,High,23,3,1.06,137,D
1400,Glass,Plumbing,7,116,Humid,Medium,24,10,1.51,60,C
1401,Steel,Plumbing,6,287,All,High,5,10,2.46,299,C
1402,Wood,Plumbing,9,306,Coastal,High,12,5,2.4,308,C
1403,Wood,Plumbing,10,964,Dry,Low,13,5,1.92,389,C
1404,Plastic,Electrical,8,201,Coastal,High,29,6,2.15,251,C
1405,Concrete,Finishing,7,244,Dry,High,18,9,2.18,117,C
1406,Steel,Insulation,8,542,Humid,Low,13,3,0.38,175,D
1407,Brick,Plumbing,9,553,Coastal,Medium,6,9,0.17,97,B
1408,Glass,Structural,10,516,Humid,Medium,23,7,2.4,228,D
1409,Stone,Electrical,7,686,Coastal,High,21,5,2.21,300,D
1410,Brick,Electrical,7,429,Humid,Low,14,5,0.96,178,A
1411,Brick,Structural,6,940,Humid,Medium,21,2,2.25,362,A
1412,Stone,Electrical,8,791,Dry,Medium,8,5,0.93,186,D
1413,Stone,Finishing,10,800,Dry,Low,28,2,1.22,81,C
1414,Glass,Finishing,9,101,Humid,Medium,15,4,1.37,162,C
1415,Plastic,Electrical,7,440,All,Medium,16,6,2.48,234,D
1416,Glass,Insulation,6,747,Humid,Medium,13,9,1.61,99,D
1417,Insulation,Insulation,7,722,Humid,Medium,26,9,0.3,315,C
1418,Brick,Finishing,6,138,Coastal,Medium,29,2,2.35,76,C
1419,Wood,Plumbing,7,149,Coastal,High,18,5,1.02,164,A
1420,Stone,Insulation,9,504,All,High,26,4,1.71,263,D
1421,Steel,Structural,7,988,All,Low,17,4,0.88,343,B
1422,Concrete,Structural,10,698,All,High,5,9,1.42,284,D
1423,Steel,Finishing,8,223,Coastal,Medium,24,7,0.84,282,D
1424,Stone,Structural,8,703,Humid,Medium,25,10,2.39,315,C
1425,Steel,Electrical,8,787,Coastal,Low,7,10,0.29,88,A
1426,Steel,Finishing,8,497,Humid,High,7,2,1.61,134,A
1427,Glass,Plumbing,6,470,All,High,29,1,0.52,342,C
1428,Wood,Finishing,6,340,Humid,Medium,25,7,1.37,65,A
1429,Insulation,Structural,9,619,All,Medium,16,10,2.07,262,B
1430,Wood,Finishing,6,845,All,Low,14,2,0.77,23,C
1431,Brick,Electrical,8,68,Humid,High,8,3,1.08,34,C
1432,Aluminum,Finishing,10,246,All,Low,17,1,1.36,327,C
1433,Glass,Insulation,9,522,Humid,Low,25,7,1.37,349,C
1434,Concrete,Electrical,10,897,Dry,Low,27,4,1.43,224,C
1435,Concrete,Structural,6,113,Dry,High,16,9,2.46,276,C
1436,Insulation,Structural,10,425,Humid,Low,7,2,1.72,370,D
1437,Plastic,Plumbing,6,58,Coastal,Low,16,9,0.83,242,C
1438,Insulation,Electrical,6,295,Coastal,Medium,19,2,1.38,261,A
1439,Plastic,Electrical,10,497,Humid,Medium,10,8,2.23,82,B
1440,Aluminum,Plumbing,9,602,Dry,High,27,9,1.3,384,C
1441,Aluminum,Plumbing,8,126,All,Low,13,5,2.44,253,D
1442,Insulation,Insulation,10,711,Dry,High,11,6,0.61,229,C
1443,Brick,Structural,6,83,Dry,High,21,4,1.1,288,B
1444,Steel,Finishing,6,345,All,Medium,12,8,1.76,331,D
1445,Plastic,Plumbing,6,933,Humid,Medium,9,2,0.71,142,C
1446,Glass,Structural,8,526,All,High,20,8,1.49,289,C
1447,Steel,Finishing,7,812,Coastal,Low,24,2,1.27,169,A
1448,Glass,Electrical,10,831,Dry,High,18,10,1.68,298,D
1449,Glass,Plumbing,7,357,Humid,Medium,24,5,0.37,165,C
1450,Insulation,Insulation,10,148,Dry,High,9,2,0.61,50,D
1451,Concrete,Insulation,9,434,Dry,Medium,14,10,0.74,88,B
1452,Insulation,Plumbing,7,604,Humid,Medium,29,4,2.35,262,C
1453,Insulation,Finishing,10,789,Dry,Low,19,9,2.02,263,A
1454,Brick,Plumbing,6,710,Dry,Low,27,4,1.56,118,B
1455,Steel,Finishing,9,959,Coastal,Low,29,2,0.67,174,C
1456,Stone,Finishing,7,894,Dry,Medium,8,2,0.28,384,C
1457,Plastic,Electrical,10,861,Humid,Medium,27,6,2.06,168,B
1458,Concrete,Electrical,6,427,Coastal,High,28,3,1.93,301,A
1459,Insulation,Insulation,8,176,Coastal,Medium,10,3,1.55,201,D
1460,Wood,Electrical,9,135,All,High,13,6,0.83,372,D
1461,Brick,Plumbing,7,968,Dry,Low,19,9,1.06,370,C
1462,Aluminum,Electrical,6,642,Dry,High,27,4,1.67,258,D
1463,Wood,Finishing,9,323,All,Medium,30,2,1.43,365,C
1464,Brick,Plumbing,10,463,Humid,Medium,28,10,0.27,359,D
1465,Stone,Plumbing,10,269,Dry,Medium,26,2,1.34,247,B
1466,Brick,Electrical,6,779,Humid,High,27,8,2.15,247,D
1467,Insulation,Structural,10,913,All,Low,21,8,1.85,268,C
1468,Aluminum,Electrical,6,194,Humid,High,9,5,1.28,79,B
1469,Stone,Insulation,7,637,Humid,High,6,9,1.71,253,C
1470,Plastic,Electrical,8,703,Humid,Medium,11,2,0.96,321,D
1471,Glass,Structural,10,917,Dry,High,8,6,1.61,327,B
1472,Concrete,Electrical,8,557,Humid,High,12,9,0.17,108,C
1473,Insulation,Structural,6,218,All,High,26,3,0.54,326,B
1474,Brick,Electrical,9,565,Dry,Medium,7,6,0.52,242,A
1475,Wood,Plumbing,7,257,Dry,Low,24,10,1.13,99,A
1476,Wood,Insulation,8,219,All,Medium,25,1,0.85,44,B
1477,Insulation,Electrical,10,152,Humid,Medium,13,2,0.58,10,A
1478,Steel,Finishing,9,509,Coastal,High,14,7,2.42,109,C
1479,Steel,Plumbing,6,415,Humid,Low,9,5,0.62,41,B
1480,Stone,Finishing,9,54,Dry,High,28,5,1.55,300,D
1481,Stone,Plumbing,7,614,Dry,Medium,8,7,0.97,134,D
1482,Insulation,Plumbing,9,132,Dry,Medium,29,6,0.56,307,D
1483,Concrete,Structural,9,923,Coastal,Low,28,2,1.2,22,B
1484,Stone,Plumbing,9,227,All,Medium,18,1,1.6,59,C
1485,Aluminum,Plumbing,6,456,Coastal,Medium,14,10,2.14,172,C
1486,Glass,Plumbing,9,107,Coastal,Medium,22,8,2.42,201,C
1487,Concrete,Insulation,9,427,Dry,Medium,28,1,0.3,16,B
1488,Concrete,Insulation,8,241,Dry,High,16,2,1.91,235,D
1489,Glass,Electrical,9,648,All,Low,19,9,2.48,92,B
1490,Stone,Electrical,7,615,Humid,High,15,6,0.99,69,D
1491,Aluminum,Electrical,9,102,Dry,Low,9,7,1.55,49,D
1492,Wood,Insulation,10,674,All,Low,27,10,2.02,274,A
1493,Aluminum,Plumbing,10,817,All,Medium,24,4,2.18,345,C
1494,Steel,Finishing,7,639,All,Low,16,4,1.81,265,C
1495,Brick,Structural,8,362,Coastal,High,12,7,1.2,234,D
1496,Wood,Insulation,9,182,Humid,Low,17,2,0.47,302,B
1497,Plastic,Plumbing,8,313,Humid,Low,19,5,1.89,70,D
1498,Steel,Electrical,7,827,All,High,19,10,1.45,105,C
1499,Steel,Insulation,10,227,All,Medium,11,8,2.5,17,C
1500,Plastic,Electrical,7,304,Dry,Low,12,9,2.14,206,D
1501,Stone,Insulation,9,488,Humid,Medium,7,9,0.41,149,C
1502,Brick,Electrical,7,952,Coastal,Medium,5,4,1.71,329,C
1503,Aluminum,Insulation,7,285,All,Low,21,6,1.06,301,D
1504,Steel,Structural,10,701,Humid,High,11,7,1.26,333,D
1505,Glass,Structural,7,997,Dry,Low,24,4,0.87,282,B
1506,Concrete,Electrical,9,801,Dry,High,23,2,1.85,299,C
1507,Steel,Plumbing,6,936,All,Medium,27,4,1.21,162,B
1508,Wood,Electrical,8,892,All,High,13,4,2.18,78,C
1509,Concrete,Structural,8,675,Humid,Medium,24,7,0.84,192,D
1510,Plastic,Electrical,6,324,All,High,6,6,1.84,211,B
1511,Insulation,Electrical,6,244,Humid,Medium,12,5,0.48,274,B
1512,Glass,Structural,6,713,Coastal,Low,22,5,1.24,371,B
1513,Glass,Plumbing,8,880,Dry,High,19,8,0.69,296,A
1514,Aluminum,Plumbing,7,491,All,Medium,27,2,2.13,100,D
1515,Brick,Finishing,8,697,All,High,17,9,2.31,72,A
1516,Plastic,Plumbing,7,286,Coastal,High,26,1,0.58,183,C
1517,Aluminum,Insulation,10,955,Humid,Medium,26,10,1.67,285,B
1518,Wood,Finishing,9,899,Coastal,Low,24,8,0.27,49,B
1519,Plastic,Electrical,6,183,Coastal,Medium,21,5,0.91,314,C
1520,Glass,Plumbing,9,548,Dry,Medium,5,8,1.17,364,A
1521,Insulation,Structural,7,197,Humid,High,9,3,1.87,48,D
1522,Concrete,Insulation,7,637,All,Low,22,6,2.08,276,C
1523,Concrete,Electrical,9,989,Humid,Low,21,1,1.28,18,A
1524,Concrete,Plumbing,6,526,All,Low,20,7,0.1,15,B
1525,Insulation,Structural,9,651,Dry,High,6,7,0.37,318,C
1526,Insulation,Plumbing,7,783,All,High,26,1,0.62,188,B
1527,Steel,Insulation,7,721,Humid,High,29,8,1.91,77,D
1528,Steel,Insulation,9,994,Dry,High,21,6,1.7,287,D
1529,Stone,Structural,9,843,Dry,Medium,14,7,2.42,44,B
1530,Brick,Electrical,10,751,Humid,High,28,10,2.38,208,C
1531,Steel,Finishing,8,519,All,Medium,30,4,2.07,99,A
1532,Aluminum,Insulation,10,558,Coastal,Low,26,2,1.81,319,B
1533,Glass,Plumbing,7,103,All,Low,12,2,0.6,166,D
1534,Stone,Structural,8,507,All,Medium,10,1,1.55,288,D
1535,Wood,Insulation,6,383,All,High,21,3,0.91,336,C
1536,Stone,Finishing,8,534,Coastal,High,6,1,1.5,379,C
1537,Glass,Electrical,10,401,Dry,Low,28,7,1.33,377,C
1538,Stone,Electrical,6,707,Dry,High,15,5,2.18,14,D
1539,Glass,Structural,9,628,Dry,Medium,28,9,0.72,68,B
1540,Wood,Finishing,7,178,All,High,15,5,0.48,257,C
1541,Insulation,Finishing,7,503,All,Medium,11,5,2.38,343,B
1542,Insulation,Plumbing,7,982,Coastal,Low,12,2,0.72,310,A
1543,Insulation,Plumbing,10,806,Dry,Medium,5,5,0.3,284,A
1544,Stone,Electrical,8,933,All,High,21,9,1.21,259,D
1545,Glass,Electrical,10,774,Dry,Low,8,9,0.13,233,B
1546,Stone,Finishing,9,510,Humid,Medium,20,3,1.12,199,C
1547,Plastic,Structural,9,575,Humid,Medium,18,3,1.07,248,A
1548,Brick,Insulation,8,759,Coastal,Medium,24,5,2.17,338,C
1549,Insulation,Electrical,6,282,All,Low,18,6,0.74,265,C
1550,Insulation,Electrical,7,81,All,Medium,5,3,1.71,286,D
1551,Plastic,Electrical,6,443,Dry,Low,23,4,1.83,329,B
1552,Glass,Insulation,6,942,All,Medium,24,7,0.73,235,C
1553,Plastic,Insulation,9,422,Dry,Low,12,8,1.68,291,B
1554,Stone,Plumbing,7,450,Dry,High,7,4,0.71,383,A
1555,Aluminum,Insulation,7,472,Dry,High,29,3,2.49,336,D
1556,Aluminum,Insulation,8,449,Coastal,Medium,17,3,1.95,387,D
1557,Brick,Structural,9,871,Humid,Medium,18,2,2.35,270,A
1558,Plastic,Electrical,8,492,All,Low,20,7,0.52,179,B
1559,Brick,Electrical,8,490,Humid,Medium,7,1,0.35,245,D
1560,Aluminum,Finishing,6,104,All,Low,10,2,1.0,61,B
1561,Steel,Structural,8,817,Dry,High,13,1,1.64,262,A
1562,Concrete,Insulation,10,852,Humid,High,29,2,1.09,329,B
1563,Brick,Structural,8,979,Coastal,High,11,5,0.99,143,D
1564,Concrete,Electrical,10,783,All,Medium,24,2,0.94,319,D
1565,Wood,Structural,6,455,Coastal,Low,21,1,0.67,139,A
1566,Stone,Insulation,6,81,Coastal,Low,28,10,1.06,243,C
1567,Wood,Finishing,6,165,Dry,Medium,22,5,1.2,77,B
1568,Plastic,Structural,10,85,Dry,High,28,9,2.44,114,C
1569,Glass,Insulation,10,652,Coastal,Medium,29,7,0.17,190,B
1570,Brick,Electrical,6,910,All,High,21,3,2.37,147,B
1571,Aluminum,Structural,10,273,All,Low,18,9,1.36,290,C
1572,Wood,Structural,7,437,Dry,Low,15,4,0.59,284,C
1573,Brick,Structural,9,623,Coastal,High,25,6,2.18,372,B
1574,Aluminum,Finishing,8,403,All,Medium,25,4,1.94,39,B
1575,Steel,Finishing,10,329,All,Low,22,7,2.13,165,B
1576,Insulation,Insulation,10,706,Humid,Medium,27,8,1.06,176,C
